,电影名称,评分,类型,制片国家/地区,时间,票房（万）,国产
274,蓝精灵 The Smurfs,7.2,喜剧 / 动画 / 奇幻,美国/比利时,2011,25775.0,0.0
275,水落石出,2.5,犯罪 / 惊悚 / 恐怖 / 情色,中国大陆,2011,225.0,1.0
276,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,9.0,奇幻 / 冒险,美国/英国,2011,41095.0,0.0
277,像小强一样活着,5.9,喜剧,中国大陆,2011,330.0,1.0
278,蛋炒饭,7.0,剧情 / 喜剧,中国大陆,2011,150.0,1.0
279,热浪球爱战 熱浪球愛戰,4.4,剧情 / 爱情 / 运动,中国香港,2011,155.0,1.0
280,秋之白华,6.8,剧情 / 传记 / 历史 / 爱情,中国大陆,2011,325.0,1.0
281,郭明义,5.2,剧情 / 传记,中国大陆,2011,440.0,1.0
282,杨善洲,7.8,剧情 / 传记,中国大陆,2011,8005.0,1.0
283,飞天,3.6,剧情,中国大陆,2011,5510.0,1.0
284,赛尔号大电影之寻找凤凰神兽,4.4,动画 / 奇幻 / 冒险,中国大陆,2011,4295.0,1.0
285,变形金刚3 Transformers: Dark of the Moon,7.2,动作 / 科幻,美国,2011,109300.0,0.0
286,报应 報應,5.8,犯罪 / 惊悚,中国香港,2011,600.0,1.0
287,钢的琴,8.5,剧情 / 喜剧,中国大陆,2011,270.0,1.0
288,一夜未了情,5.1,剧情 / 爱情,中国大陆,2011,645.0,1.0
289,战略特勤组 Unthinkable,7.9,剧情 / 悬疑 / 惊悚,美国,2011,2960.0,0.0
290,肩上蝶,4.9,剧情 / 爱情 / 动画 / 奇幻,中国大陆,2011,1150.0,1.0
291,武侠,6.7,剧情 / 动作 / 悬疑 / 武侠,中国香港/中国大陆,2011,17330.0,1.0
292,夺命心跳,5.1,悬疑 / 惊悚,中国大陆,2011,1495.0,1.0
293,雪花秘扇 Snow Flower and the Secret Fan,5.8,剧情 / 历史,中国大陆/美国,2011,3515.0,1.0
294,动物总动员 Konferenz der Tiere,6.6,喜剧 / 动画 / 家庭,德国,2011,6135.0,0.0
295,湘江北去,4.3,剧情 / 历史 / 战争,中国大陆,2011,15.0,1.0
296,敏感事件,5.1,惊悚,中国大陆,2011,220.0,1.0
297,超能游戏者 Геймеры. В поисках цели,5.5,动作 / 科幻 / 犯罪 / 冒险 / 恐怖,俄罗斯,2011,1335.0,0.0
298,岁岁清明,6.9,剧情,中国大陆,2011,155.0,1.0
299,西柏坡,3.2,动画,中国大陆,2011,55.0,1.0
300,B区32号,2.4,剧情 / 惊悚 / 恐怖,中国大陆,2011,1395.0,1.0
301,天际浩劫 Skyline,4.8,动作 / 科幻 / 灾难,美国,2011,5675.0,0.0
302,你是哪里人,4.9,剧情 / 喜剧,中国大陆,2011,60.0,1.0
303,加勒比海盗4：惊涛怪浪 Pirates of the Caribbean: On Stranger Tides,7.8,动作 / 奇幻 / 冒险,美国,2011,46335.0,0.0
304,蔡李佛拳,3.5,喜剧 / 动作,中国大陆/中国香港,2011,50.0,1.0
305,不再让你孤单,7.0,剧情 / 爱情,中国香港/中国大陆,2011,2260.0,1.0
306,宇宙英雄之超银河传说 大怪獣バトル ウルトラ銀河伝説 THE MOVIE,7.8,动作 / 冒险 / 家庭 / 奇幻 / 科幻,日本,2011,3115.0,0.0
307,最爱,7.4,剧情 / 爱情,中国大陆/中国香港,2011,5760.0,1.0
308,速度与激情5 Fast Five,8.5,动作 / 犯罪,美国,2011,25595.0,0.0
309,雷神 Thor,7.1,动作 / 奇幻 / 冒险,美国,2011,9815.0,0.0
310,跟踪孔令学,6.7,喜剧 / 悬疑,中国大陆,2011,277.0,1.0
311,倩女幽魂,8.8,爱情 / 奇幻 / 武侠 / 古装,中国香港,2011,280.0,1.0
312,恐龙宝贝,7.0,动画,中国大陆,2011,300.0,1.0
313,迷踪：第九鹰团 The Eagle,6.3,剧情 / 历史 / 战争,美国/英国,2011,840.0,0.0
314,危情三日 The Next Three Days,8.1,剧情 / 动作 / 爱情 / 犯罪 / 惊悚,美国/法国,2011,2315.0,0.0
315,B+侦探 B+偵探,5.9,剧情 / 犯罪 / 悬疑 / 惊悚,中国香港/中国大陆,2011,2285.0,1.0
316,关云长,5.0,传记 / 动作 / 历史 / 古装,中国大陆/中国香港,2011,15896.999999999998,1.0
317,倩女幽魂,5.5,剧情 / 奇幻 / 惊悚 / 古装,中国大陆/中国香港,2011,14155.0,1.0
318,美少女特攻队 Sucker Punch,6.3,动作 / 奇幻 / 冒险,美国/加拿大,2011,4755.0,0.0
319,战国,3.9,剧情 / 动作 / 爱情 / 战争 / 悬疑 / 古装,中国大陆,2011,7765.0,1.0
320,蔡李佛,3.7,剧情 / 动作,中国大陆/中国香港,2011,160.0,1.0
321,囧探佳人,4.6,喜剧 / 惊悚,中国大陆,2011,195.0,1.0
322,万有引力,6.3,剧情 / 喜剧 / 爱情 / 悬疑,中国大陆/中国香港,2011,430.0,1.0
323,隐婚男女,5.6,剧情 / 爱情,中国大陆/中国香港/日本,2011,1360.0,1.0
324,里约大冒险 Rio,8.3,喜剧 / 动画 / 冒险,美国,2011,13845.0,0.0
325,宅男总动员,3.6,喜剧 / 爱情,中国大陆,2011,467.0,1.0
326,夜惊魂,3.7,恐怖,中国大陆,2011,810.0,1.0
327,单身男女 單身男女,6.8,喜剧 / 爱情,中国香港,2011,9615.0,1.0
328,硬汉2：奉陪到底,6.4,动作 / 爱情,中国大陆,2011,2295.0,1.0
329,守望者：罪恶迷途,6.9,剧情 / 犯罪 / 悬疑 / 惊悚,中国大陆,2011,1765.0,1.0
330,惊沙,6.6,历史 / 战争,中国大陆,2011,80.0,1.0
331,洛杉矶之战 Battle: Los Angeles,6.1,动作 / 科幻,美国,2011,22413.0,0.0
332,歼十出击,4.6,剧情 / 动作,中国大陆,2011,265.0,1.0
333,大人物,3.7,喜剧,中国大陆,2011,985.0,1.0
334,寻龙夺宝 The Dragon Pearl,3.8,动作 / 奇幻 / 冒险 / 家庭,澳大利亚/中国大陆,2011,3155.0,1.0
335,致命请柬,2.5,剧情 / 悬疑 / 惊悚 / 恐怖 / 鬼怪,中国大陆,2011,990.0,1.0
336,艺术家 The Artist,8.4,剧情 / 喜剧 / 爱情,法国/比利时/美国,2012,154.0,0.0
337,地下室惊魂,3.4,剧情 / 悬疑 / 惊悚 / 恐怖,中国大陆,2012,695.0,1.0
338,秘密花园,5.2,喜剧 / 爱情 / 奇幻,中国大陆,2012,262.0,1.0
339,金箍棒传奇,5.5,喜剧 / 动画 / 冒险,中国大陆,2012,1026.0,1.0
340,大上海,6.7,剧情 / 动作,中国大陆/中国香港,2012,14561.0,1.0
341,血滴子,4.7,动作 / 武侠 / 古装,中国大陆/中国香港,2012,6985.0,1.0
342,十二生肖,6.8,喜剧 / 动作 / 冒险,中国大陆/中国香港,2012,86375.0,1.0
343,异度迷局,2.4,悬疑 / 惊悚,中国大陆,2012,150.0,1.0
344,目击者,5.8,剧情 / 动作 / 悬疑 / 惊悚,中国大陆,2012,775.0,1.0
345,我老公不靠谱 我老婆唔够秤II：我老公唔生性,6.5,喜剧 / 爱情,中国香港,2012,2360.0,1.0
346,人再囧途之泰囧,7.5,喜剧,中国大陆,2012,124353.0,1.0
347,恋爱三万英尺,3.4,喜剧 / 爱情,中国大陆,2012,290.0,1.0
348,无间罪：僵尸重生,2.7,惊悚 / 恐怖,中国大陆,2012,510.0,1.0
349,2012,8.0,科幻 / 灾难,美国/加拿大,2012,13440.0,0.0
350,王的盛宴,5.7,历史 / 古装,中国大陆,2012,7395.0,1.0
351,一九四二,8.1,剧情 / 历史 / 战争 / 灾难,中国大陆,2012,36060.0,1.0
352,少年派的奇幻漂流 Life of Pi,9.1,剧情 / 奇幻 / 冒险,美国/中国台湾/英国/加拿大,2012,56020.0,1.0
353,三个未婚妈妈,4.1,剧情,中国大陆,2012,390.0,1.0
354,普罗旺斯惊魂记 Derrière les murs,3.9,剧情 / 悬疑 / 惊悚 / 恐怖,法国,2012,1585.0,0.0
355,诡爱,5.5,悬疑 / 惊悚,中国大陆,2012,1210.0,1.0
356,新妈妈再爱我一次,4.7,剧情 / 爱情 / 家庭,中国大陆,2012,532.0,1.0
357,冰雪11天,7.1,剧情 / 灾难,中国大陆,2012,818.0,1.0
358,给野兽献花,4.8,剧情 / 爱情,中国大陆,2012,610.0,1.0
359,天生爱情狂 天生愛情狂,5.8,喜剧 / 爱情,中国香港,2012,960.0,1.0
360,幻影追凶 Faces in the Crowd,6.2,剧情 / 惊悚 / 犯罪,美国/法国/加拿大/英国,2012,1245.0,0.0
361,守护者联盟 Rise of the Guardians,8.2,动画 / 家庭 / 奇幻 / 冒险,美国,2012,2780.0,0.0
362,无敌破坏王 Wreck-It Ralph,8.7,喜剧 / 动画 / 奇幻 / 冒险,美国,2012,6255.0,0.0
363,寒战 寒戰,7.6,剧情 / 动作 / 犯罪,中国香港/中国大陆,2012,24865.0,1.0
364,叛谍追击 The Expatriate,6.1,动作 / 惊悚,美国/加拿大/比利时,2012,1316.0,0.0
365,安娜·卡列尼娜 Anna Karenina,7.3,剧情 / 爱情,英国,2012,1130.0,0.0
366,男人如衣服,5.1,喜剧 / 爱情,中国香港/中国大陆,2012,2680.0,1.0
367,雨中的树,5.7,剧情,中国大陆,2012,1755.0,1.0
368,太极2：英雄崛起,5.9,喜剧 / 动作 / 奇幻 / 武侠 / 古装,中国大陆,2012,12135.0,1.0
369,暮光之城4：破晓(上) The Twilight Saga: Breaking Dawn - Part 1,6.9,剧情 / 爱情 / 惊悚 / 奇幻 / 冒险,美国,2012,3295.0,0.0
370,全面回忆 Total Recall,7.1,动作 / 科幻 / 惊悚 / 冒险,美国/加拿大,2012,11599.0,0.0
371,谍影重重4 The Bourne Legacy,6.8,动作 / 悬疑 / 惊悚,美国/日本,2012,21925.0,0.0
372,宝贝女儿好妈妈之吃记忆的大雪球,5.7,喜剧 / 动画 / 家庭,中国大陆,2012,350.0,1.0
373,飓风营救2 Taken 2,6.9,剧情 / 动作 / 犯罪,法国/美国,2012,11630.0,0.0
374,萨米大冒险 Le Voyage extraordinaire de Samy,6.9,动画 / 冒险,比利时/法国,2012,2150.0,0.0
375,危险关系,5.9,剧情 / 爱情,中国大陆/韩国/新加坡,2012,5925.0,1.0
376,铜雀台,5.2,剧情 / 古装,中国大陆,2012,9835.0,1.0
377,二次曝光,6.1,剧情 / 爱情 / 悬疑,中国大陆,2012,10662.0,1.0
378,环形使者 Looper,6.9,动作 / 科幻 / 惊悚,美国/中国大陆,2012,12785.0,1.0
379,太极1：从零开始,5.7,喜剧 / 动作 / 奇幻 / 武侠 / 古装,中国大陆,2012,14640.0,1.0
380,毕业那年,3.9,剧情 / 音乐,中国大陆,2012,79.0,1.0
381,非常营救,5.4,剧情 / 悬疑,中国大陆,2012,65.0,1.0
382,伤心童话,5.0,喜剧 / 爱情,中国大陆,2012,1020.0,1.0
383,秘鲁大冒险 Las aventuras de Tadeo Jones,6.5,动画 / 冒险,西班牙,2012,1220.0,0.0
384,黑衣女人 The Woman in Black,5.8,剧情 / 惊悚 / 恐怖,英国/加拿大/瑞典,2012,1678.0,0.0
385,白鹿原,6.5,剧情 / 历史,中国大陆,2012,12975.000000000002,1.0
386,超凡蜘蛛侠 The Amazing Spider-Man,7.7,动作 / 科幻 / 奇幻 / 冒险,美国,2012,32038.000000000004,0.0
387,蝙蝠侠：黑暗骑士崛起 The Dark Knight Rises,8.8,剧情 / 动作 / 科幻 / 犯罪 / 惊悚,美国/英国,2012,35085.0,0.0
388,普罗米修斯 Prometheus,7.6,科幻 / 惊悚 / 冒险,美国/英国,2012,22415.0,0.0
389,敢死队2 The Expendables 2,7.0,动作 / 冒险,美国/德国/保加利亚/中国大陆,2012,33555.0,1.0
390,爆笑角斗士 勁抽福祿壽,6.3,喜剧,中国香港,2012,400.0,1.0
391,恐怖旅馆,2.8,喜剧 / 恐怖,中国大陆,2012,1481.0,1.0
392,边境风云,7.8,剧情 / 犯罪,中国大陆,2012,2978.0,1.0
393,河东狮吼2,3.5,喜剧 / 动作 / 爱情,中国大陆/中国香港,2012,7405.0,1.0
394,HOLD住爱,3.6,喜剧 / 爱情 / 悬疑,中国大陆,2012,4580.0,1.0
395,消失的子弹,6.5,动作 / 悬疑 / 犯罪,中国大陆/中国香港,2012,16005.0,1.0
396,乐翻天,5.1,喜剧,中国大陆,2012,520.0,1.0
397,搞定岳父大人,6.4,喜剧 / 爱情 / 家庭,中国大陆,2012,1575.0,1.0
398,神秘世界历险记,7.2,喜剧 / 动画 / 家庭 / 奇幻 / 冒险,中国大陆,2012,2160.0,1.0
399,太空一号 Lockout,6.2,动作 / 科幻 / 惊悚,美国/法国,2012,3540.0,0.0
400,机械师 The Mechanic,7.2,动作 / 惊悚,美国,2012,8900.0,0.0
401,我爱灰太狼,4.7,喜剧 / 动画 / 冒险,中国大陆,2012,7250.0,1.0
402,听风者,6.9,剧情 / 悬疑,中国大陆/中国香港,2012,24220.0,1.0
403,神探亨特张,7.0,动作 / 犯罪,中国大陆,2012,770.0,1.0
404,老雷斯的故事 The Lorax,6.9,动画 / 奇幻 / 家庭,美国/法国,2012,1345.0,0.0
405,笔仙,4.7,悬疑 / 恐怖,中国大陆,2012,6010.0,1.0
406,在劫难逃 Abduction,5.8,剧情 / 动作 / 悬疑 / 惊悚,美国,2012,5270.0,0.0
407,冰川时代4 Ice Age: Continental Drift,8.1,喜剧 / 动画 / 冒险,美国,2012,45780.0,0.0
408,青魇,6.1,剧情 / 悬疑 / 恐怖,中国大陆/中国香港,2012,765.0,1.0
409,十二星座离奇事件,3.1,悬疑 / 惊悚 / 犯罪,中国大陆,2012,1930.0,1.0
410,超决战！贝利亚银河帝国 ウルトラマンゼロ THE MOVIE 超決戦！ベリアル銀河帝国,7.7,动作,日本,2012,1965.0,0.0
411,大武当之天地密码,4.0,喜剧 / 动作 / 冒险,中国大陆/中国香港,2012,3400.0,1.0
412,麦兜·当当伴我心 麥兜?噹噹伴我心,8.5,喜剧 / 动画,中国大陆/中国香港,2012,4620.0,1.0
413,搜索,7.4,剧情 / 悬疑,中国大陆,2012,17630.0,1.0
414,四大名捕,5.4,动作 / 爱情 / 悬疑 / 武侠 / 古装,中国大陆/中国香港,2012,19610.0,1.0
415,勇敢传说 Brave,7.6,喜剧 / 动画 / 奇幻 / 冒险,美国,2012,2625.0,0.0
416,猪猪侠之囧囧危机,6.3,动画 / 儿童,中国大陆,2012,1150.0,1.0
417,车手 車手,6.1,动作 / 犯罪 / 剧情,中国大陆/中国香港,2012,2680.0,1.0
418,赛尔号大电影2之雷伊与迈尔斯,5.5,动画 / 奇幻 / 冒险,中国大陆,2012,3211.0,1.0
419,痞子英雄之全面开战 痞子英雄,6.3,剧情 / 动作 / 犯罪,中国大陆/中国台湾,2012,8945.0,1.0
420,画皮2 畫皮Ⅱ,6.1,剧情 / 爱情 / 奇幻 / 惊悚,中国大陆/中国香港,2012,72640.0,1.0
421,宝岛双雄 寶島雙雄,4.4,喜剧 / 动作 / 爱情,中国大陆/中国台湾,2012,700.0,1.0
422,2012喜上加喜 2012我愛HK 喜上加囍,6.1,剧情 / 喜剧,中国香港/中国大陆,2012,360.0,1.0
423,特工争风 This Means War,6.6,喜剧 / 动作 / 爱情,美国,2012,1700.0,0.0
424,半夜不要照镜子,3.6,悬疑 / 惊悚,中国大陆,2012,1160.0,1.0
425,百万巨鳄,5.0,喜剧 / 惊悚 / 灾难,中国大陆,2012,1210.0,1.0
426,笔仙惊魂,3.4,悬疑 / 惊悚 / 恐怖,中国大陆,2012,2325.0,1.0
427,第一次,6.1,爱情,中国大陆,2012,3390.0,1.0
428,"马达加斯加3 Madagascar 3: Europe&#39,s Most Wanted",8.2,喜剧 / 动画 / 冒险,美国,2012,21440.0,0.0
429,饥饿游戏 The Hunger Games,7.1,动作 / 科幻 / 冒险,美国,2012,17840.0,0.0
430,忠诚与背叛,5.0,剧情 / 历史,中国大陆,2012,1150.0,1.0
431,超蛙战士之威武教官,5.1,动作 / 科幻 / 动画,中国大陆,2012,500.0,1.0
432,醉后一夜,5.4,喜剧 / 爱情 / 悬疑,中国大陆/中国香港,2012,990.0,1.0
433,雨果 Hugo,7.7,剧情 / 儿童 / 奇幻 / 冒险,英国/美国/法国,2012,2110.0,0.0
434,潜艇总动员2,4.0,喜剧 / 动画 / 家庭 / 冒险,中国大陆,2012,1690.0,1.0
435,白雪公主之魔镜魔镜 Mirror Mirror,6.2,剧情 / 喜剧 / 奇幻 / 冒险,美国,2012,4453.0,0.0
436,神奇海盗团 The Pirates! In an Adventure with Scientists!,7.0,喜剧 / 动画 / 家庭 / 冒险,英国/美国,2012,3690.0,0.0
437,黑衣人3 Men in Black III,7.7,动作 / 喜剧 / 科幻,美国,2012,51655.0,0.0
438,浮城大亨 浮城,7.5,剧情,中国大陆/中国香港,2012,830.0,1.0
439,赛德克·巴莱 賽德克·巴萊,8.8,剧情 / 历史 / 战争,中国台湾,2012,1475.0,1.0
440,追凶,4.5,犯罪 / 悬疑 / 惊悚,中国香港,2012,1515.0,1.0
441,影子爱人 影子愛人,4.1,喜剧 / 爱情,中国大陆/中国香港,2012,1760.0,1.0
442,人狼大战 The Grey,6.5,剧情 / 动作 / 惊悚 / 冒险,美国,2012,3830.0,0.0
443,三个火枪手 The Three Musketeers,6.7,动作 / 冒险 / 爱情,美国/德国/法国/英国,2012,4150.0,0.0
444,我是大熊猫,3.0,动画 / 冒险,中国大陆,2012,395.0,1.0
445,形影不离,5.9,剧情 / 悬疑,中国大陆,2012,880.0,1.0
446,匹夫,5.4,剧情 / 动作 / 战争 / 西部,中国大陆,2012,2460.0,1.0
447,杀生,7.8,剧情 / 悬疑,中国大陆,2012,1900.0,1.0
448,黄金大劫案,6.8,剧情 / 喜剧 / 动作 / 历史 / 爱情 / 战争,中国大陆,2012,15345.0,1.0
449,复仇者联盟 The Avengers,8.3,动作 / 科幻 / 奇幻 / 冒险,美国,2012,57285.00000000001,0.0
450,荒岛情未了,3.7,悬疑 / 惊悚 / 冒险,中国大陆,2012,330.0,1.0
451,爱在那一天,4.2,剧情 / 爱情,中国大陆,2012,510.0,1.0
452,纽约行动 Ninja,4.4,动作 / 犯罪 / 剧情 / 惊悚,美国,2012,1220.0,0.0
453,迈阿密行动 R.T.T.,6.1,喜剧 / 爱情,法国,2012,1665.0,0.0
454,灵魂战车2：复仇时刻 Ghost Rider: Spirit of Vengeance,5.9,动作 / 奇幻 / 惊悚,美国/阿联酋,2012,5750.0,0.0
455,超级战舰 Battleship,6.7,动作 / 科幻 / 冒险 / 灾难,美国/日本/中国香港,2012,31640.0,1.0
456,台北飘雪 Snowfall in Taipei,5.6,剧情,中国大陆/日本/中国香港/中国台湾,2012,180.0,1.0
457,车在囧途,3.9,喜剧 / 爱情,中国大陆,2012,2695.0,1.0
458,绣花鞋,4.4,剧情 / 恐怖,中国大陆,2012,4430.0,1.0
459,春娇与志明 春嬌與志明,7.3,剧情 / 喜剧 / 爱情,中国香港/中国大陆,2012,7135.0,1.0
460,诸神之怒 Wrath of the Titans,6.1,动作 / 奇幻 / 冒险,美国,2012,16505.0,0.0
461,兵临城下之决战要塞 Брестская Крепость,8.0,剧情 / 动作 / 历史 / 战争,俄罗斯/白俄罗斯,2012,450.0,0.0
462,饮食男女：好远又好近,5.3,剧情 / 喜剧 / 爱情,中国大陆/中国台湾,2012,270.0,1.0
463,玩命追踪 Blitz,6.3,动作 / 犯罪 / 惊悚,英国/法国/美国,2012,3065.0,0.0
464,大追捕,7.3,剧情 / 动作 / 犯罪 / 悬疑 / 惊悚,中国香港/中国大陆,2012,4830.0,1.0
465,异星战场 John Carter,6.5,动作 / 科幻 / 奇幻 / 冒险,美国,2012,26170.0,0.0
466,神通乡巴佬,4.2,剧情 / 喜剧 / 爱情,中国大陆,2012,215.0,1.0
467,高举爱 高舉?愛,6.1,剧情 / 爱情,中国香港,2012,250.0,1.0
468,疯狂的蠢贼,4.1,喜剧 / 犯罪,中国大陆,2012,1315.0,1.0
469,变节：潜罪犯 Laughing Gor之潛罪犯,6.1,动作 / 犯罪 / 悬疑,中国香港,2012,1200.0,1.0
470,史前怪兽 Legendary,3.0,动作 / 科幻 / 惊悚 / 冒险,英国/中国大陆,2013,3397.0,1.0
471,等风来,5.7,喜剧 / 爱情,中国大陆,2013,7498.0,1.0
472,一夜惊喜,5.2,喜剧 / 爱情,中国大陆/中国香港,2013,16652.0,1.0
473,饥饿游戏2：星火燎原 The Hunger Games: Catching Fire,7.4,动作 / 科幻 / 冒险,美国,2013,17103.0,0.0
474,四大名捕2,5.3,动作 / 悬疑 / 奇幻 / 武侠 / 古装,中国大陆/中国香港,2013,17252.0,1.0
475,惊天危机 White House Down,7.3,动作 / 灾难,美国,2013,17582.0,0.0
476,全民目击,7.8,剧情 / 犯罪 / 悬疑,中国大陆,2013,17915.0,1.0
477,分手合约,5.8,爱情,中国大陆/韩国,2013,19004.0,1.0
478,101次求婚,5.7,爱情,中国大陆/中国台湾/日本,2013,19601.0,1.0
479,虎胆龙威5 A Good Day to Die Hard,6.4,动作 / 惊悚 / 犯罪,美国/英国/匈牙利,2013,19804.0,0.0
480,盲探,7.2,喜剧 / 爱情 / 悬疑 / 惊悚 / 犯罪,中国大陆/中国香港,2013,20730.0,1.0
481,怪兽大学 Monsters University,8.3,喜剧 / 动画 / 冒险,美国,2013,20783.0,0.0
482,重返地球 After Earth,5.7,动作 / 科幻 / 冒险,美国,2013,21292.0,0.0
483,扫毒 掃毒,7.6,剧情 / 动作 / 犯罪 / 悬疑,中国大陆/中国香港,2013,23580.0,1.0
484,金刚狼2 The Wolverine,6.7,动作 / 科幻,美国/英国,2013,24890.0,0.0
485,金蝉脱壳 Escape Plan,7.8,动作 / 惊悚,美国,2013,25080.0,0.0
486,无人区,8.3,剧情 / 犯罪 / 西部,中国大陆,2013,25598.0,1.0
487,厨子戏子痞子,7.2,喜剧 / 动作,中国大陆,2013,26917.0,1.0
488,警察故事2013,5.9,剧情 / 动作 / 犯罪,中国大陆/中国香港,2013,52714.0,1.0
489,不二神探,4.8,喜剧 / 动作 / 犯罪,中国大陆,2013,27997.0,1.0
490,一代宗师 一代宗師,8.1,剧情 / 传记 / 动作 / 爱情,中国大陆/中国香港,2013,28201.0,1.0
491,小时代2：青木时代,5.1,剧情 / 喜剧 / 爱情,中国大陆/中国台湾,2013,29173.0,1.0
492,天机·富春山居图,3.0,动作 / 冒险,中国大陆,2013,29397.000000000004,1.0
493,风暴 風暴,6.5,动作 / 犯罪,中国香港/中国大陆,2013,31036.0,1.0
494,霍比特人1：意外之旅 The Hobbit: An Unexpected Journey,8.4,动作 / 奇幻 / 冒险,美国/新西兰,2013,31227.0,0.0
495,特种部队2：全面反击 G.I. Joe: Retaliation,6.6,动作 / 科幻,美国,2013,33430.0,0.0
496,雷神2：黑暗世界 Thor: The Dark World,7.4,动作 / 奇幻 / 冒险,美国,2013,33910.0,0.0
497,侏罗纪公园 Jurassic Park,8.2,科幻 / 惊悚 / 冒险,美国,2013,34447.0,0.0
498,星际迷航2：暗黑无界 Star Trek Into Darkness,8.0,动作 / 科幻 / 冒险,美国,2013,35154.0,0.0
499,007：大破天幕杀机 Skyfall,7.2,动作 / 惊悚 / 冒险,英国/美国/土耳其,2013,36949.0,0.0
500,疯狂原始人 The Croods,8.7,喜剧 / 动画 / 冒险,美国,2013,39107.0,0.0
501,超人：钢铁之躯 Man of Steel,7.3,动作 / 科幻 / 冒险,美国/英国,2013,39192.0,0.0
502,速度与激情6 Furious 6,7.9,动作 / 犯罪,美国,2013,43292.0,0.0
503,小时代,4.9,剧情 / 喜剧 / 爱情,中国大陆/中国台湾,2013,47937.0,1.0
504,北京遇上西雅图,7.3,喜剧 / 爱情,中国大陆/中国香港,2013,51330.0,1.0
505,中国合伙人,7.6,剧情,中国大陆/中国香港,2013,53402.0,1.0
506,私人订制,5.9,喜剧,中国大陆,2013,70525.0,1.0
507,狄仁杰之神都龙王,6.5,动作 / 悬疑 / 古装,中国大陆/中国香港,2013,59022.0,1.0
508,环太平洋 Pacific Rim,7.7,动作 / 科幻 / 冒险,美国,2013,70860.0,0.0
509,西游降魔篇,7.2,喜剧 / 奇幻 / 冒险,中国大陆/中国香港,2013,123537.0,1.0
510,魔境仙踪 Oz: The Great and Powerful,6.4,奇幻 / 冒险,美国,2013,16227.0,0.0
511,极乐空间 Elysium,6.4,剧情 / 动作 / 科幻,美国,2013,15827.0,0.0
512,特殊身份,4.4,动作 / 犯罪,中国大陆,2013,15361.0,1.0
513,快乐到家,3.3,喜剧,中国大陆,2013,14935.0,1.0
514,遗落战境 Oblivion,7.1,动作 / 科幻 / 冒险,美国,2013,14738.0,0.0
515,被偷走的那五年,6.0,爱情,中国大陆,2013,14693.0,1.0
516,毒战 毒戰,7.5,剧情 / 动作 / 犯罪,中国大陆/中国香港,2013,14517.0,1.0
517,惊天魔盗团 Now You See Me,7.8,剧情 / 犯罪 / 悬疑,美国/法国,2013,14080.0,0.0
518,蓝精灵2 The Smurfs 2,6.6,喜剧 / 动画 / 奇幻,美国,2013,13503.0,0.0
519,非常幸运,4.6,喜剧 / 爱情,中国大陆/中国香港,2013,13450.0,1.0
520,逃出生天,6.7,剧情 / 灾难,中国香港/中国大陆,2013,12944.0,1.0
521,喜羊羊与灰太狼之喜气羊羊过蛇年,6.7,喜剧 / 动画 / 家庭 / 冒险,中国大陆,2013,12177.0,1.0
522,天台爱情,6.7,喜剧 / 动作 / 爱情 / 歌舞,中国大陆/中国香港/中国台湾,2013,11783.999999999998,1.0
523,激战 激戰,7.9,剧情 / 动作 / 运动,中国香港/中国大陆,2013,11426.0,1.0
524,极速蜗牛 Turbo,7.4,喜剧 / 动画 / 冒险,美国,2013,11108.0,0.0
525,大明猩 ??? ?,5.5,剧情 / 喜剧 / 运动,中国大陆/韩国,2013,11086.0,1.0
526,生化危机5：惩罚 Resident Evil: Retribution,6.4,动作 / 科幻 / 恐怖,德国/加拿大/美国/法国,2013,10817.000000000002,0.0
527,侠探杰克 Jack Reacher,6.4,动作 / 惊悚 / 犯罪,美国,2013,9477.0,0.0
528,我想和你好好的,6.0,剧情 / 爱情,中国大陆,2013,8392.0,1.0
529,了不起的盖茨比 The Great Gatsby,8.0,剧情 / 爱情,澳大利亚/美国,2013,8222.0,0.0
530,笔仙Ⅱ,3.9,悬疑 / 惊悚,中国大陆,2013,8116.0,1.0
531,独行侠 The Lone Ranger,7.1,动作 / 西部 / 冒险,美国,2013,7926.0,0.0
532,赛尔号大电影3之战神联盟,5.9,动画 / 儿童 / 冒险,中国大陆,2013,7552.0,1.0
533,逆世界 Upside Down,6.4,剧情 / 爱情 / 科幻 / 奇幻,加拿大/法国,2013,7283.0,0.0
534,精灵旅社 Hotel Transylvania,8.1,喜剧 / 动画 / 奇幻,美国,2013,7274.0,0.0
535,我爱灰太狼2,3.9,喜剧 / 动画,中国大陆,2013,7251.0,1.0
536,斯大林格勒 Сталинград,6.3,动作 / 战争,俄罗斯,2013,7069.0,0.0
537,笑功震武林,4.7,喜剧 / 动作,中国大陆/中国香港,2013,6824.0,1.0
538,摩登年代,5.7,剧情 / 喜剧,中国大陆,2013,6758.0,1.0
539,洛克王国2：圣龙的心愿,6.5,动画 / 奇幻 / 冒险,中国大陆,2013,6556.0,1.0
540,悲惨世界 Les Misérables,8.7,剧情 / 爱情 / 歌舞,英国/美国,2013,6214.0,0.0
541,忠烈杨家将,6.2,战争 / 古装,中国大陆/中国香港,2013,6063.0,1.0
542,百星酒店,5.7,喜剧 / 爱情,中国大陆/中国香港,2013,5548.0,1.0
543,赤焰战场2 Red 2,7.2,喜剧 / 动作 / 犯罪,美国/法国/加拿大,2013,5498.0,0.0
